time,user,place,text
Sat Jan 01 18:37:07 +0000 2022,theangrygoatpub,"New York, USA",Just posted a photo @ The Angry Goat Pub https://t.co/SPVuzLNZJB
Sat Jan 01 18:37:07 +0000 2022,Kicklahoma,"Oklahoma City, OK",Just posted a photo @ Kicklahoma Sneaker &amp; Apparel Boutique at Penn Square Mall https://t.co/P0Kvdetdgo
Sat Jan 01 18:37:07 +0000 2022,thor_pilleur,"Carros, France",@Fan2retour @nanamiemarie Yess
Sat Jan 01 18:37:07 +0000 2022,Benjshort14,"Abilene, KS","Don\xe2\x80\x99t wreck your truck, then you\xe2\x80\x99ll end up in a Ford Focus almost getting stuck in an inch of snow"
Sat Jan 01 18:37:07 +0000 2022,SeanOrleans,"St Louis, MO",This'll put some YEE in your HAW. #DoItForTheBrand
Sat Jan 01 18:37:07 +0000 2022,Cody3Bullock,"Mooresville, IN",FREEMAN ERA BABY \xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f #FreemanEra
Sat Jan 01 18:37:07 +0000 2022,fillechaude_,"Accra, Ghana","I saw the story he posted on IG before it was deleted man, can the fight happen"
Sat Jan 01 18:37:07 +0000 2022,FlyAArmy,"Cleveland, OH","Loverly View this AM. (at @HiltonCleveland in Cleveland, OH) https://t.co/Vl1e4NU3M5 https://t.co/kebOffTBVN"
Sat Jan 01 18:37:07 +0000 2022,PhilHagen,"Delaware, USA",@gdead Where in WNY? I grew up in Lockport. Wonder if we were on some of the same 716 BBSes\xe2\x80\xa6
Sat Jan 01 18:37:07 +0000 2022,jessakah_,"Philadelphia, PA",@breeewojnaaar \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad I\xe2\x80\x99ll be your sugar mommy
Sat Jan 01 18:37:07 +0000 2022,DanClark10,"Pennsylvania, USA",At least they always give us something to talk about\xe2\x80\xa6 #PSU
Sat Jan 01 18:37:07 +0000 2022,CatsEye_Fotos,"Bradenton, FL",My god baby Loved this movie
Sat Jan 01 18:37:08 +0000 2022,richbadnets,"Georgia, USA",Na I\xe2\x80\x99m beefing with everyone
Sat Jan 01 18:37:08 +0000 2022,ItsReallyME__,"Fitchburg, MA",Rip Aunt Pol
Sat Jan 01 18:37:08 +0000 2022,Abduraz85099641,Somalia,@Ella83237031 \nHi\nBaby
Sat Jan 01 18:37:08 +0000 2022,UMAcademicSupp,"Oxford, MS","Happy New Year from Academic Support Programs! Let\xe2\x80\x99s start the year of right with a few things we can help you with, sound good? Check out our website (https://t.co/4prkXtFbEd) to schedule an appointment. #AcademicSupport #OleMiss #NewYear https://t.co/myYhiEmbjH"
Sat Jan 01 18:37:08 +0000 2022,EBsaidit,"Jacksonville Beach, FL","Praise and worship from the beach this morning. Happy New Year everyone. #EBsaidit @ Jacksonville Beach, Florida https://t.co/qUEacvrWf0"
Sat Jan 01 18:37:08 +0000 2022,DabarberVaughn,"Georgia, USA",@Scamboogie_ Facts and roddy rich joint decent too
Sat Jan 01 18:37:08 +0000 2022,CoachWhitmire,"Simpsonville, SC",@ZachIsGreat_ @Jumpman23 I\xe2\x80\x99m telling you
Sat Jan 01 18:37:08 +0000 2022,Ahmedgeme32,"Suez, Egypt","""Would you like to come closer and try"" \xf0\x9f\xa5\xb5\xf0\x9f\x92\xb8 #HappyNewYear https://t.co/DFm05a8qGY"
Sat Jan 01 18:37:08 +0000 2022,kdander222,"Georgia, USA",MESSAGE TO THIS PATHETIC BUTT SUCKING COWARD AND FOX NEWS.\n \n# BRING IT https://t.co/WH24ENIvVg
Sat Jan 01 18:37:09 +0000 2022,chungachangs,Kazakhstan,2022 Midterms: Will a red wave overcome a blue wall?#HarryPotter20thAnniversary #SBSDramaAwards2021
Sat Jan 01 18:37:09 +0000 2022,corporateMike__,"Bronx, NY",Alpha store run completed https://t.co/o7FB1enCjg
Sat Jan 01 18:37:09 +0000 2022,Darrell_VA,"Roanoke, VA",@HamPrep Every time \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f
Sat Jan 01 18:37:09 +0000 2022,margarance,"Saint-Paul-du-Vernay, France","@Lomquiche @Petie42885201 @Spookella @jwgledhill @mcgibbond @FisherQueen13 @asymetricjockey @KitOfNowhere @betwixtarock @VDAenterprises @neilhwilliams @WorldofMadness8 @CELESTRON1957 @juiceianturner @Stitchinscience @BrokenTwitty @Xlandphoto @newsboy23 @PeterDilworth1 @carole_woman64 @DaveandDaf @bobreeduk @EUfrenchbird @HiFiAlan @AM_i_Rostorp @queenofswords6 @rmanocher @relwofs54 @Brexit_Refugee @ImmigrSchorschi @heeney77 @graywatchGOD @morningportugal After years with a Rayburn Coker, I\xe2\x80\x99m a nightmare - always leaving stuff switched on.  \xf0\x9f\x98\x96"
Sat Jan 01 18:37:09 +0000 2022,ShannonBrayNC,"Holly Springs, NC",@DeFiJamesBSC Thanks!!! LOL
Sat Jan 01 18:37:09 +0000 2022,CeDeterija,Republic of Croatia,"Just posted a photo @ Zagreb, Croatia https://t.co/D5tOBD8IV7"
Sat Jan 01 18:37:09 +0000 2022,CryptoSteveWand,"Estero, FL",Welcome Tokers - I am here for the long game @CryptoCannaClub https://t.co/cYRT9OuZR6
Sat Jan 01 18:37:10 +0000 2022,Chimaera000,"Oregon, USA",@ckshowalter Peace to all.
Sat Jan 01 18:37:10 +0000 2022,jwb1216,VFW Post 10047,@LACoSheriff @CountyofLA @MintMilana @CantDoNothing @LASDHQ @NVStatePolice_S @uscourts @AOC @SecDef @LVMPDDTAC @JoeLombardoNV @GovSisolak @VP @RichieReseda @FBI @USAO_NV #MilanaVayntrubBalik that's DEFUND #CellSiteSimulators @Scotus @SecondGentleman @SenatorDurbin @StanfordLaw @US9thCircuit @marcorandazza https://t.co/G1xzfZUp4v @ATT @CityAttorneyLA @LAPDChiefMoore @HPDChiefAndres @NLVPD @SLOCounty_DA @AttorneyCrump @USAttorneys @AaronDFordNV
Sat Jan 01 18:37:10 +0000 2022,RichardNdahani,"Dar es Salaam, Tanzania",@BrunoFrenandez @_Mrc_09 @sokomoko_tz @ModestaZ7 @MoyoWaDolphin @VeronicaEvord1 @mzungu_salma @ITexpertTz @TriciaAbou @mzamiru19 Tube be na hii
Sat Jan 01 18:37:10 +0000 2022,lotay54,"Auburn, AL",@JCam_17 Happy Birthday JCam \xf0\x9f\x92\x99\xf0\x9f\xa7\xa1
Sat Jan 01 18:37:10 +0000 2022,blarkmamba,"Houston, TX",All yall are cowards!!!
Sat Jan 01 18:37:10 +0000 2022,kaseyyyyy6,"Old Jefferson, LA",Let me take a shower &amp; find me something to eat\xe2\x80\xa6
Sat Jan 01 18:37:10 +0000 2022,brice_stultz,"Hilliard, OH",@CoachBrianKelly you don\xe2\x80\x99t know how much ND fans thank you for leaving
Sat Jan 01 18:37:10 +0000 2022,logic3227,"Slippery Rock, PA",Why do they have to put 3 bowl games on at once. Can't they stagger them?
Sat Jan 01 18:37:10 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia","@kucoincom After the release of Saitamask, Saitama Community is waiting for the rank update in coin Market Cap\n\n#Saitama \n#SaitamaWolfPack\n#SaitaMask https://t.co/uLGgYKJfBe"
Sat Jan 01 18:37:11 +0000 2022,DISCOMProvider6,"North Carolina, USA",@glynnlc @Mvillahermosa1 It has been my experience that prior enlisted officers are the worst offenders.
Sat Jan 01 18:37:11 +0000 2022,DavidAnthonyEm1,"Syracuse, NY",@bibekum If you consider purchasing as work.
Sat Jan 01 18:37:11 +0000 2022,tacogladiator,"Lowell, IN",I did not drink last night. It was nice to chill with no stress. No sadness. It was nice being in the moment. I feel like my mind has been able to slow down. I feel content. Mr. Finn on the other hand..\xf0\x9f\x98\x82 https://t.co/J9kpPYjQTv
Sat Jan 01 18:37:11 +0000 2022,jfpbear,"Moss Bluff, LA",@Riflemanscreed2 Bipolar weather!
Sat Jan 01 18:37:11 +0000 2022,mzkali,"Norfolk, VA",Not me
Sat Jan 01 18:37:11 +0000 2022,NickKins24,"Boston, MA",I\xe2\x80\x99m now a ride or die Ole Miss fan from here on out #hottytoddy
Sat Jan 01 18:37:11 +0000 2022,Velsamy43191221,"Tiruppur, India",@deficonnect hi every one trying to get airdrop
Sat Jan 01 18:37:11 +0000 2022,alioune_barhama,Senegal,Happy new year\xf0\x9f\xa5\xb3\xf0\x9f\xa4\xa9 #bonneannee2022 #31decembre #HappyNewYear https://t.co/0CEkg3K3et
Sat Jan 01 18:37:11 +0000 2022,tmj_njc_it,"Mount Laurel, NJ","Want to land a job like ""Windows Systems Administrator 2nd Shift Mon - Fri 3pm - 11pm"" at JDA TSG? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #IT #MountLaurel, NJ"
Sat Jan 01 18:37:12 +0000 2022,jeancosme,"Brooklyn, NY",Donald. #polarbearplunge #coneyisland #happynewyear #documentary #filmmaker #swimming #journalist #portrait #nyc #ny @ Coney Island https://t.co/M4xciLFjVk
Sat Jan 01 18:37:12 +0000 2022,tmj_NJ_sales,"Union, NJ",Looking to score a job at Cintas Corporation? You're in luck. Click the link in our bio for the job description and information on how to apply: Market Development Representative #cintasjobs
Sat Jan 01 18:37:12 +0000 2022,iweld15,"Monroe, LA",Lmao gotta be
Sat Jan 01 18:37:12 +0000 2022,AdeenRao_,"Colorado Springs, CO",@SteelJ_97 @therakepasta @3d1Manbeast Those teams will get better recruits if they had auto bids. It's pretty simple
Sat Jan 01 18:37:12 +0000 2022,just_shelby765,"Indiana, USA",Who are your favorite follows? Looking to expand my sphere.
Sat Jan 01 18:37:12 +0000 2022,tmj_njc_pharm,"Sewell, NJ","If jobs with titles like ""Pharmacy Technician - Target Store"" sound appealing to you, follow us to hear about these types of opportunities in NJ. #cvspharmtech #pharmtech"
Sat Jan 01 18:37:12 +0000 2022,cozypols,"Accra, Ghana",A-CLIPSE WATI!!!!
Sat Jan 01 18:37:12 +0000 2022,Malcandi,"Nairobi, Kenya",We need a Charly Black Alone event with Good Promoters.
Sat Jan 01 18:37:12 +0000 2022,lukesawhook,"Cozumel, Quintana Roo",@H3Out @Cam_Grants @AveryMerryXMas @RyanOrHarvey WE LOVE YOU LOVE
Sat Jan 01 18:37:12 +0000 2022,GSA_7,"Shinas, Oman","2022 is Now \xe2\x80\x93 Happy New Year!\n\n#WorldCup, #Qatar2022  #2022"
Sat Jan 01 18:37:12 +0000 2022,OpulenceIHazIt,"Washington, DC",@PFCDoofles I want whoever made that video to receive infinite monies in exchange for a continuous stream of Odo and Quark social commentary on the events of the day. Give it the Daily Show's timeslot.
Sat Jan 01 18:37:12 +0000 2022,rickeyb3,"Pennsylvania, USA","Idc about experience, no way Clifford should be handed starting job next year. Ceiling met. #PSU"
Sat Jan 01 18:37:12 +0000 2022,AkankshaRakheja,"Rajpura, India",Kala kumbh work in progress\n#kalakumbh\n#rdc\n#rdc2022\n#dgncc\n#AzadiKaAmritMahotsav\n#Chitakara\n@Chitkara_Online @ChitkaraU\n#ministry_of_education\n#MinistryOfCulture\n#MinistryOfDefence\n@MinOfCultureGoI\n@narendramodi\n@ngma_delhi \n@HQ_DG_NCC https://t.co/xnNMyyS4uJ
Sat Jan 01 18:37:13 +0000 2022,stevelawlis,"Paradise, NV",@IncorrectJoshi I have a feeling Mina would REALLY say this \xf0\x9f\x98\x85
Sat Jan 01 18:37:13 +0000 2022,tmj_NY_pharm,"Endicott, NY","Click the link in our bio to see currently open Pharmacy Technician - Retail Store jobs like ""Pharmacy Technician"" at CVS Health in #Endicott, NY."
Sat Jan 01 18:37:13 +0000 2022,Kacey06299844,"Fruit Cove, FL",Very sorry for your loss. I cannot even imagine the grief.
Sat Jan 01 18:37:13 +0000 2022,TheJackJones_,"Houston, TX",I want all smoke this year \xf0\x9f\x98\xa4
Sat Jan 01 18:37:13 +0000 2022,Uncle_Megx,"Abia, Nigeria",@Quame_Acyd @anneathbashiat1 Eye wey don open don open
Sat Jan 01 18:37:13 +0000 2022,benhunt,"Alcobendas, Spain","@tedjankey Just about old enough to remember Robson at WBA. Think he scored more goals, but the comparison is a good one."
Sat Jan 01 18:37:13 +0000 2022,AaronYustat,"Pennsylvania, USA",@BSDtweet Typical @coachjfranklin  doing stupid shit
Sat Jan 01 18:37:13 +0000 2022,Gaz15_Official,Italy,"@FerranTorres20 @ManCity Keep going bro , in Football , best moments are very special. \xe2\x9c\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x92\xaf"
Sat Jan 01 18:37:13 +0000 2022,grantburt,"Brugheas, France","@JustMeNina76 If I was being honest I am not a fan either but on the day a bunch of Irish chums helicoptered in and took me to lunch, Irish call it a day at the races, I was a little tiddly \xf0\x9f\x98\x8f"
Sat Jan 01 18:37:13 +0000 2022,Cory_Hays407,"Orlando, FL",End of 1:\nKentucky 7\nIowa 0
Sat Jan 01 18:37:13 +0000 2022,cthaagod,"Houston, TX",I\xe2\x80\x99m drunk at work at work drunk
Sat Jan 01 18:37:13 +0000 2022,IamDConstant,"Georgia, USA",@sedatg97 Fresh guy!!!
Sat Jan 01 18:37:14 +0000 2022,elotexmami,Fiesta Island Dog Park,So this is the Goob Year. https://t.co/0nHDRwbHtA
Sat Jan 01 18:37:14 +0000 2022,paul_fly,"Arizona, USA",OkST defense is FOOD
Sat Jan 01 18:37:14 +0000 2022,Anand942444,"Vidisha, India",@GSukhpreet Happy new year di
Sat Jan 01 18:37:14 +0000 2022,shorthandstory,"Colorado, USA",ugh opinions
Sat Jan 01 18:37:14 +0000 2022,tmj_IN_EDU,"Warsaw, IN","Looking to score a job at CVS Health? You're in luck. Click the link in our bio for the job description and information on how to apply: Field Colleague Trainer | Division 5; Ft. Wayne, IN #trainingjobs #Warsaw, IN"
Sat Jan 01 18:37:14 +0000 2022,LabcorpCareers,"King of Prussia, PA","Can you recommend anyone for this job in #KingofPrussia, PA? https://t.co/rYW7fHqPxU #RemoteJob"
Sat Jan 01 18:37:14 +0000 2022,gorddahlen,"Port Moody, British Columbia",Such a great story! Let\xe2\x80\x99s help Red find this amazing woman!
Sat Jan 01 18:37:14 +0000 2022,WakeIslandMusic,"Montréal, Québec",Can\xe2\x80\x99t wait for the 2020s revival era to hit in 20 years.
Sat Jan 01 18:37:14 +0000 2022,tmj_DE_pharm,"Delaware, USA","Career tip for landing jobs like ""Pharmacy Technician - $1000 Sign On Bonus Available"" in Wilmington, DE. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #cvspharmtech #pharmtech"
Sat Jan 01 18:37:14 +0000 2022,underratedLena,"Pomezia, Lazio",@RossLynch an angel who finds the angels numbers
Sat Jan 01 18:37:14 +0000 2022,gwensdad,"Fort Wayne, IN",@Engineernerd Trainspotting
Sat Jan 01 18:37:15 +0000 2022,urbangaygriot,"Boston, MA","Black folks, have you ever had curry goat?"
Sat Jan 01 18:37:15 +0000 2022,Yungrenzzz,"Annapolis, MD",I knew the perc was fake but I still ate it Bc I\xe2\x80\x99m a gremlin
Sat Jan 01 18:37:15 +0000 2022,cordae_d4d,"Texas, USA","just cause i got a good heart, don't mess around &amp; get scarred bs'n w me!"
Sat Jan 01 18:37:15 +0000 2022,JaFleuTheArtist,"West Palm Beach, FL",@kngmerriweather Maaaan.. Physically trash... But spirit wise hopeful and hyped. How you feeling? Happy New Year!
Sat Jan 01 18:37:15 +0000 2022,okoh_bles,"Lagos, Nigeria",All the black man knew to settle issues were his fists. And while he clinched his fists; the world was taken away from him by the white man who simply thought.
Sat Jan 01 18:37:15 +0000 2022,dollyDOOM,"Florida, USA",Long story short she is the truth &amp; took me under her wing because she thinks I\xe2\x80\x99m too smart just need someone to tame my 1mil thoughts per minute. She is so amazing and her credibility has really helped my career. forever thankful
Sat Jan 01 18:37:15 +0000 2022,DennisMawlie,"Greater Accra, Ghana",Before you judge me make sure that you're perfect.... 21 is out of the list
Sat Jan 01 18:37:16 +0000 2022,1badguyradio,"Detroit, MI",Just posted a photo @ Zorbas Coney Island https://t.co/KslNhL1P2x
Sat Jan 01 18:37:16 +0000 2022,StephanRBarnard,"Missouri, USA",@Latina_Schatje I recall this happening yes.
Sat Jan 01 18:37:16 +0000 2022,sambuca_1970,"Kendall West, FL",Justice for Mark &amp; Jacob Iskander https://t.co/lRFvWCBKSc via @Change
Sat Jan 01 18:37:15 +0000 2022,ItsHerCoco,"Indianapolis, IN",@SabrinaisDope Say less!! https://t.co/FcUScGARIC
Sat Jan 01 18:37:16 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia","@kucoincom After the release of Saitamask, Saitama Community is waiting for the rank update in coin Market Cap\n\n#Saitama \n#SaitamaWolfPack\n#SaitaMask https://t.co/bH7RFyhArh"
Sat Jan 01 18:37:16 +0000 2022,AdamJaksa,"Phoenix, AZ",@Coach_Barbay So awesome! Hahah
Sat Jan 01 18:37:16 +0000 2022,TracyG72070,"Cleveland, OH","@nicoleeelynnn18 @chelley_74 @WhiteyyAcolyte If you watch it, you will learn about something going on now but it was also happening in the 1970s."
Sat Jan 01 18:37:16 +0000 2022,antepinckney,"Pennsylvania, USA",@I_AM_FRESH1 I stayed in my house and chilled last night. How was your night?
Sat Jan 01 18:37:17 +0000 2022,TheAmandaWest,"Midland, Ontario",@MsYouDoYou I smashed a crystal champagne flute though \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe
Sat Jan 01 18:37:17 +0000 2022,daaayyja,"Round Rock, TX",kinda tired of this honey blonde tho i miss my black hair \xf0\x9f\xa5\xba
Sat Jan 01 18:37:17 +0000 2022,ChrisCosetta,"Modesto, CA",@drdrew I'd settle for his resignation and replacement.
Sat Jan 01 18:37:17 +0000 2022,EdGaryN,"Nevada, MO",5:00 min into his first quarter of being a head coach but have to say Im impressed with Marcus Freeman as a head coach.
Sat Jan 01 18:37:17 +0000 2022,monairthith,"Irvine, CA",LMAOOO actually it\xe2\x80\x99s 2022*
Sat Jan 01 18:37:17 +0000 2022,DTF_yo_ma,"Atlanta, GA",The only reason my Christmas decorations are not up is cuz i ain\xe2\x80\x99t put the mfs up\xe2\x80\xa6.. or else they\xe2\x80\x99ll be up til February \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:37:17 +0000 2022,sierramast03,"Fontana, CA",took me 18 years to get a damn new years kiss
Sat Jan 01 18:37:17 +0000 2022,_SarahDuran,"San Antonio, TX",@artcavazos1 Happy New Year!
Sat Jan 01 18:37:17 +0000 2022,Charlen31804838,"Webster, NY","@GardenBrocante I have boxed and put away Christmas decorations in the basement,tomorrow the tree!"
Sat Jan 01 18:37:17 +0000 2022,C2thaL2thaIGG,"Itri, Lazio",*me seeing your text but choosing to tweet instead\xe2\x80\x9d https://t.co/JOUmzgfr9s
Sat Jan 01 18:37:17 +0000 2022,mikejurecki,"Phoenix, AZ",Rees play-calling is impressive the Cowboys sold out for the blitz: Irish execution is better.
Sat Jan 01 18:37:17 +0000 2022,yeosangIover,"Victorville, CA",Here\xe2\x80\x99s another thing for me to do this year since I change mine so much \xf0\x9f\xa5\xb8\xf0\x9f\xa5\xb8 https://t.co/LFWokElyEs
Sat Jan 01 18:37:18 +0000 2022,Massage88915220,مملكة البحرين,"Massage escort juffair,Bahrain \nMassage vip body to body \nLady available today \nhttps://t.co/lVxozzpIcF\n#Bahrain \n https://t.co/8I8Q6nmymt"
Sat Jan 01 18:37:18 +0000 2022,bigjoeferg,"Cabot, AR",The most disappointing half of football I\xe2\x80\x99ve seen all year.  Which says a lot caused I\xe2\x80\x99ve watched many..!
Sat Jan 01 18:37:18 +0000 2022,puffycheesehead,"Asheville, NC",@Thatswild17 @StutteringStan7 @LiftYourGameTV @WWEGareth The fact that Swole attempted to claim his company was not diverse was a clear attempt to get him canceled when in fact his company is extremely diverse from top to bottom and in the presentation of the product.
Sat Jan 01 18:37:18 +0000 2022,pinkethai,"Vancouver, British Columbia","Just posted a photo @ Vancouver, British Columbia https://t.co/7dKR63HuBQ"
Sat Jan 01 18:37:18 +0000 2022,gcpawelec,"Toronto, Ontario",Weren\xe2\x80\x99t we losing our minds last year when we were hitting 2-3k daily? Have we (people/govt) just gone numb and/or given up? \xf0\x9f\x98\x96
Sat Jan 01 18:37:18 +0000 2022,JacksonRamer,"Venice Gardens, FL",It\xe2\x80\x99s too early to be this drunk @PennStateFball
Sat Jan 01 18:37:18 +0000 2022,spokes_BW,Botswana,"@abbymarope All grown up, re bala 2 this year"
Sat Jan 01 18:37:18 +0000 2022,nochie_a,"Lagos, Nigeria",Burna Boy don mean Shattered wale o.\n\nNa war
Sat Jan 01 18:37:18 +0000 2022,nickcpicks,"Lake Forest, CA",@BradPowers7 Oh lord. Lol yea I\xe2\x80\x99m from Ohio too but Cali has thinned my blood
Sat Jan 01 18:37:18 +0000 2022,JohnCae91113203,"Florida, USA",@KellyCh75387121 @StuporManIsHere What if Nancy Reagan just said NO?\n\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3
Sat Jan 01 18:37:19 +0000 2022,Pijushkuhu,"Daman, India",31st fun https://t.co/HoErGYUmre
Sat Jan 01 18:37:19 +0000 2022,Wheddsta,Guatemala,45 year old Vieira &gt; Luka
Sat Jan 01 18:37:19 +0000 2022,Stacks30,"Deer Park, NY","I second this emotion, but please for the love of God re-rack the weights!"
Sat Jan 01 18:37:19 +0000 2022,cmcbeeteach,"Virginia, USA",@AlbusKrystina Ditto\xe2\x80\xa6and at home tests!
Sat Jan 01 18:37:20 +0000 2022,IrishTiger23,"New Rochelle, NY",Dimes \xe2\x98\x98\xef\xb8\x8f\xf0\x9f\x8f\x88
Sat Jan 01 18:37:20 +0000 2022,FlapJackNorton,"Seattle, WA",Extend Franklin again now
Sat Jan 01 18:37:20 +0000 2022,debbe_cooper,"Moore, OK",@CowboyFB @Fiesta_Bowl Com on OSU NOTRE DAME  IS 14 UP!! WAKE  UP!!!!!!
Sat Jan 01 18:37:20 +0000 2022,nittsallgood,"Pennsylvania, USA","JAMES FRANKLIN NEVER FUCKING LEARNS.\nIF YOURE GOING TO GO FOR IT, LEAVE THE OFFENSE OUT THERE."
Sat Jan 01 18:37:20 +0000 2022,meagan_tripp04,"North Carolina, USA",@LandoRisenpt2 ALSO WHAT A MASSIVE L HE JUST HAD A SHUT OUT??
Sat Jan 01 18:37:20 +0000 2022,Future020113SEC,"Worcester, MA",@Z1k5_ Facts bro
Sat Jan 01 18:37:20 +0000 2022,sherrygideons,"Phoenix, AZ","Just posted a photo @ Phoenix, Arizona https://t.co/gyb7uPKvRs"
Sat Jan 01 18:37:20 +0000 2022,ajtonge40,"Huntington Woods, MI",@judge_mills Depends on the vehicle. Typically under 10% of the invoice. But volume matters.
Sat Jan 01 18:37:20 +0000 2022,SMedsker,"Tennessee, USA","Super, super warm and breezy in Franklin / BGA.  Has \xe2\x80\x9cthe bad feel\xe2\x80\x9d about it @NashSevereWx"
Sat Jan 01 18:37:20 +0000 2022,herrycyril,"Dar es Salaam, Tanzania",I pray that i marry this woman \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe
Sat Jan 01 18:37:20 +0000 2022,Amandee56493605,"Mohali, India",Cute \xe2\x98\xba\xef\xb8\x8f Roop \xf0\x9f\x98\x98 https://t.co/bJYVn8d66V
Sat Jan 01 18:37:21 +0000 2022,ncsweetest,"Phoenix, AZ",@AshleyCourtTV @ChanleyCourtTV @CourtTV @CourtTVUK @CourtTVMystery Where will you be this week Chanley
Sat Jan 01 18:37:21 +0000 2022,KKevdogg,"Coral Hills, MD",@artgandy36 Amen!!!  Happy New Year!!! \xf0\x9f\x8e\x87\xf0\x9f\x8f\x88\xf0\x9f\x8e\x87
Sat Jan 01 18:37:21 +0000 2022,jasonfuerth,"Lakeshore, Ontario",@HarryLawson7 Zak says he hopes you follow him out on the healthy side.
Sat Jan 01 18:37:21 +0000 2022,MCrisCardena,"The Hammocks, FL",HOW COULD SHE WITH THE PERVY PREDATORS HOLDING NEW YEARS EVE PARTY\xe2\x9d\xa3\xef\xb8\x8f
Sat Jan 01 18:37:21 +0000 2022,hubaJT,"Manorville, PA",Sure let's let the punter throw and give them the ball at the 40 to tie it up before half. Clown show
Sat Jan 01 18:37:22 +0000 2022,RajKamal_IN,"Bengaluru South, India",@zomato unhappy with the food
Sat Jan 01 18:37:22 +0000 2022,tmj_sdf_labor,"Middletown, KY",Looking to score a job at The Forum at Brookside? You're in luck. Click the link in our bio for the job description and information on how to apply: Housekeeper #HouseKeeper #HouseKeeping
Sat Jan 01 18:37:22 +0000 2022,Honyelll,"Nebraska, USA",It's very important to label what you are measuring. https://t.co/VNql7LS8rL
Sat Jan 01 18:37:22 +0000 2022,tmj_nyc_constru,"Manhattan, NY","Click the link in our bio to see currently open #Construction jobs like ""Plant Manager - Tunneling"" at Lane Construction in New York, NY. #CraftWorkers"
Sat Jan 01 18:37:22 +0000 2022,cgboan,"Tucson, AZ",@EricSports360AZ @ZachAlvira Is it sad that I remember that moment much clearer than anything that happened during the actual football game?
Sat Jan 01 18:37:22 +0000 2022,kenjaylo,"Houston, TX",@dylanobrien Now Dylan https://t.co/9C5iFKzzDr
Sat Jan 01 18:37:22 +0000 2022,tmj_sea_adv,"Bellevue, WA","If you're looking for work in #Bellevue, WA, check out this job: https://t.co/O1boBtVW64 #Marketing"
Sat Jan 01 18:37:22 +0000 2022,BECSPK516,"Manhattan, NY",@lovelyrita_love @postalmary @Damn_Anhedonia @Kinney0111 @kristalove_vody @SISU002 @HemiHimalayan @bluewaverider46 @kristy_clueless @PariahSickKid Good point!!
Sat Jan 01 18:37:22 +0000 2022,WillNotcomply21,"Conroe, TX",@Timcast Nope.
Sat Jan 01 18:37:22 +0000 2022,FedUpWithLies21,"Dubai, United Arab Emirates",Is it me or @zomato @Talabat @careem are all not accepting orders to most of the restos and fast food? \xf0\x9f\xa4\x94
Sat Jan 01 18:37:22 +0000 2022,Massage36551403,"الجبيل, المملكة العربية السعودية",Massage in jubail \nhttps://t.co/IcefRqQIPN\nBody to body available \nCome to me to relax and have fun.  happy ending https://t.co/VJPQw4yOOH
Sat Jan 01 18:37:22 +0000 2022,ABK315,"مدينة صباح الأحمد البحرية - لؤلؤة الخيران, دولة الكويت",Baby yousef\xe2\x9d\xa4\xef\xb8\x8f
Sat Jan 01 18:37:22 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia","@kucoincom After the release of Saitamask, Saitama Community is waiting for the rank update in coin Market Cap\n\n#Saitama \n#SaitamaWolfPack\n#SaitaMask https://t.co/VJqMRNZxTQ"
Sat Jan 01 18:37:22 +0000 2022,TalesOakHill,"Orlando, FL",@MMortemm Yeah. I was about that age the last time I went. A lot has changed since then. Prepare to be nickel and dimed \xf0\x9f\xa4\x91
Sat Jan 01 18:37:22 +0000 2022,TheAngieChu,"Jeffersontown, KY","@kitten_bowl People make eliminating subscriptions sound like the answer to your problems, but normally it\xe2\x80\x99s just a drop in the bucket lol\n\nUnless it\xe2\x80\x99s someone with a pricy subscription that\xe2\x80\x99s like $300/mo. I dropped a few streaming apps and it equates to a tank of gas \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f"
Sat Jan 01 18:37:22 +0000 2022,tmj_me_nursing,"Camden, ME","At Windward Gardens Center - Genesi..., improving the lives we touch through the delivery of high quality healthcare and everyday compassion is our calling. Is it YOURS too? https://t.co/Lmv3K0kSYe #Nursing #Camden, ME"
